7001	806945	Red Gold Metallic
7002	202D39	Prism Metallic
7003	6E6048	Rich Gold Metallic
7004	2A2B30	Pewter Metallic
7005	686763	Silver Metallic
7006	8E7659	Dark Gold Metallic
7007	6C6046	Classic Gold Metallic
7008	6E674C	Light Gold Metallic
7009	666354	Platinum Metallic
3001	74BD4B	Neon Green
3002	E8CF18	Neon Yellow
3003	F53961	Neon Pink
3004	F5693E	Neon Orange
4001	C4C5C5	Glow In The Dark
8330	F07D19	Light Orange
8331	F26F26	Mid Orange
8332	EF5B27	Bright Orange
8333	F15028	Dark Orange
8334	D73A2A	Flame
8339	ED5C3D	Deep Coral
8340	E43525	Tangerine
8343	E99676	Pink Pearl
8344	EF784C	Light Terra Cotta
8345	CC4F31	Terra Cotta
8346	CD4B2B	Dark Terra Cotta
8347	DC8261	Pink Marble
8354	E1AF98	Mid Nacre
8362	DC8957	Skin Tone
8363	D46A3F	Dark Skin Tone
8004	D38B8A	Pale Rose
8005	DE7F82	Mid Rose
8006	D05257	Rose
8011	E06659	Blush
8016	EA737D	Musk
8017	DF4652	Dark Musk
8027	F28890	Pink
8028	EB5B67	Light Hot Pink
8029	DB303E	Hot Pink
8031	EEB7A0	Pale Pink
8032	F28A8B	Light Carnation
8033	E9496D	Carnation
8035	F0AF9F	Pastel Pink
8036	EA8691	Mid Pink
8037	D86271	Floral
8038	B83151	Dark Floral
8041	9C2031	Cerise
8043	F0C3A1	Ice Pink
8044	E67078	Frilly Pink
8048	EA9498	Light Frilly Pink
8049	D97A84	Lilac Pink
8050	C65B67	Light Fuschia
8051	B0344A	Fuschia
8052	961F3C	Dark Fuschia
8053	9A0B2B	Deep Blush
8054	EB9EA9	Baby Pink
8055	A94A62	Light Magenta
8056	A43456	Mid Magenta
8057	74162F	Magenta
8058	5E1124	Dark Magenta
8059	DD7787	Lolly Pink
8060	E96983	Light Jazz Pink
8061	DB496B	Jazz Pink
8062	D4325E	Mid Jazz Pink
8063	C32244	Dark Jazz Pink
8064	AA1037	Cyclamen
8065	D74D73	Light Cyclamen
8066	D42758	Mid Cyclamen
8067	C00E3E	Dark Cyclamen
8068	E0A8AD	Pink Mist
8069	D685A9	Crepe Myrtle
8070	DA84A4	Light Puce
8071	CB427E	Puce
8072	AA1150	Dark Puce
8073	A91454	Bright Cerise
8074	7A0829	Port Wine
8075	E09991	Pale Soft Pink
8076	D87E7D	Soft Pink
8077	C36063	Rose Bud
8082	B0797C	Pink Haze
8083	E9A299	Blossom
8084	A1607C	Sweet Pea
8085	7F3844	Rose Quartz
8086	642430	Mid Garnet
8087	591B29	Garnet
8336	EC9781	Feather Pink
8337	EE846A	Light Coral
8338	ED7359	Coral
8342	D4A893	Pearl
8353	DFB1A2	Light Nacre
8369	E3A993	Light Ballet Pink
8370	E99880	Ballet Slipper Pink
8371	D8907A	Pale Salmon
8372	CF785E	Salmon
8378	CB968F	Ice Burgundy
8007	BA3E44	Dark Rose
8008	A62B32	Geranium
8010	E58F7B	Light Blush
8012	E44542	Pale Scarlet
8013	C92B2F	Scarlet
8014	AC0F1E	Bright Red
8015	940915	Red
8018	D32C3C	Lipstick
8019	D82530	Flamingo
8020	BA0A19	Flag Red
8021	8F101E	Crimson
8022	710B1D	Dark Crimson
8023	5C0917	Burgundy
8024	731122	Claret
8025	69081B	Ruby
8026	460A15	Shiraz
8030	D32638	Bright Pink
8042	5B0D1D	Wine
8078	994249	Light Dusky Pink
8079	873438	Dusky Pink
8080	6E272D	Dark Dusky Pink
8081	54181C	Sangria
8088	551623	Dark Garnet
8335	C42C26	Poppy
8341	D72227	Sunset
8348	D16440	Light Brick Red
8349	AE442C	Brick Red
8350	A73B2C	Dark Brick Red
8351	902A22	Rust
8352	77231E	Dark Rust
8373	DA7560	Mid Salmon
8374	B85044	Dark Salmon
8375	B14338	Siena
8376	A23534	Dark Siena
8377	85272E	Light Burgundy
8002	DEDAD0	White
8003	EBC8AE	Ecru
8291	AEA79C	Ivory
8295	B4AA91	Steam Cloud
8299	C4AB8F	Bone
8301	A87F67	Sand
8382	D39D90	Porcelain Pink
8383	D69C8E	Light Mole Pink
8394	DFBFAB	Magnolia
8395	D3B3A0	Pampas
8396	BF9D90	Light Latte
8406	D3AD9C	Baby Blossom
8411	C8C6C6	Frost
8412	CFC097	Alabaster
8413	B8A794	Light Stone
8414	998D80	Mid Stone
8419	969186	Ash
8423	CCAF9E	Frosty Pink
8424	AE8D79	Light Clay
8428	C8AFA1	Snow Drift
8429	A38074	Twig
8434	A0A096	Arctic Grey
8435	837976	Cement
8440	A4A39F	Pale Dove
8441	85858B	Dove
8300	CDAA73	Cream
8305	E18C37	Straw
8306	BF742E	Cadmium
8313	D59E57	Sahara
8314	C99240	Canary
8315	CA8F3A	Harvest Gold
8316	B06C22	Sunflower
8317	CCB742	Citrus
8318	E2BC0C	Dark Citrus
8319	EBBF0E	Wattle
8320	E3AD07	Dark Wattle
8321	E0BB71	Primrose Yellow
8322	EAC05A	Dark Primrose
8323	E3B415	Lemon Cadmium
8324	EBA514	Sunshine
8325	F7A224	Marigold
8326	ECBA6F	Baby Yellow
8327	EDB861	Lemon Yellow
8328	E7A723	Daffodil
8329	EF9028	Chrome
8360	E4C28B	Parchment
8361	EEB077	Light Skin Tone
